"","week","group","mouse","weight","sex","series"
"9295",25,"group 2","100",27.6,"male","group 2 male"
"9296",26,"group 2","100",26.6,"male","group 2 male"
"9297",27,"group 2","100",28.8,"male","group 2 male"
"9298",28,"group 2","100",28.7,"male","group 2 male"
"9299",29,"group 2","100",26.6,"male","group 2 male"
"9300",30,"group 2","100",27,"male","group 2 male"
"9301",31,"group 2","100",28.7,"male","group 2 male"
"9302",32,"group 2","100",28.6,"male","group 2 male"
"9303",33,"group 2","100",28,"male","group 2 male"
"9304",34,"group 2","100",29,"male","group 2 male"
"9305",35,"group 2","100",27.5,"male","group 2 male"
"9306",36,"group 2","100",28.3,"male","group 2 male"
"9307",37,"group 2","100",30.4,"male","group 2 male"
"9308",38,"group 2","100",30.1,"male","group 2 male"
"9309",39,"group 2","100",28.8,"male","group 2 male"
"9310",40,"group 2","100",29.4,"male","group 2 male"
"9311",41,"group 2","100",30.2,"male","group 2 male"
"9312",42,"group 2","100",28.9,"male","group 2 male"
"9313",43,"group 2","100",33,"male","group 2 male"
"9314",44,"group 2","100",33.3,"male","group 2 male"
"9315",45,"group 2","100",34.3,"male","group 2 male"
"9316",46,"group 2","100",34.1,"male","group 2 male"
"9317",47,"group 2","100",34.3,"male","group 2 male"
"9318",48,"group 2","100",34.2,"male","group 2 male"
"9319",49,"group 2","100",35.1,"male","group 2 male"
"9320",50,"group 2","100",35.5,"male","group 2 male"
"9321",51,"group 2","100",34,"male","group 2 male"
"9322",52,"group 2","100",34.4,"male","group 2 male"
"9323",53,"group 2","100",34.6,"male","group 2 male"
"9324",54,"group 2","100",33.5,"male","group 2 male"
"9325",55,"group 2","100",33.9,"male","group 2 male"
"9326",56,"group 2","100",35.2,"male","group 2 male"
"9327",57,"group 2","100",34.3,"male","group 2 male"
"9328",58,"group 2","100",33.6,"male","group 2 male"
"9329",59,"group 2","100",33.5,"male","group 2 male"
"9331",61,"group 2","100",31.3,"male","group 2 male"
"9332",62,"group 2","100",30.2,"male","group 2 male"
"9333",63,"group 2","100",29.7,"male","group 2 male"
"9334",64,"group 2","100",29.3,"male","group 2 male"
"9335",65,"group 2","100",30.2,"male","group 2 male"
"9336",66,"group 2","100",29.1,"male","group 2 male"
"9337",67,"group 2","100",27.8,"male","group 2 male"
"9338",68,"group 2","100",26.8,"male","group 2 male"
"9339",69,"group 2","100",26.5,"male","group 2 male"
"9340",70,"group 2","100",27.8,"male","group 2 male"
"9341",71,"group 2","100",26.7,"male","group 2 male"
"9342",72,"group 2","100",26.3,"male","group 2 male"
"9343",73,"group 2","100",26.7,"male","group 2 male"
"9347",1,"group 2","101",17.5,"male","group 2 male"
"9348",2,"group 2","101",21.5,"male","group 2 male"
"9349",3,"group 2","101",22.6,"male","group 2 male"
"9350",4,"group 2","101",24.1,"male","group 2 male"
"9351",5,"group 2","101",25,"male","group 2 male"
"9352",6,"group 2","101",25.7,"male","group 2 male"
"9353",7,"group 2","101",27.4,"male","group 2 male"
"9354",8,"group 2","101",26.9,"male","group 2 male"
"9355",9,"group 2","101",28.8,"male","group 2 male"
"9356",10,"group 2","101",28.8,"male","group 2 male"
"9357",11,"group 2","101",29.8,"male","group 2 male"
"9358",12,"group 2","101",29.7,"male","group 2 male"
"9359",13,"group 2","101",30,"male","group 2 male"
"9360",14,"group 2","101",31.2,"male","group 2 male"
"9361",15,"group 2","101",31.1,"male","group 2 male"
"9362",16,"group 2","101",31.5,"male","group 2 male"
"9363",17,"group 2","101",31,"male","group 2 male"
"9364",18,"group 2","101",31.9,"male","group 2 male"
"9365",19,"group 2","101",30.7,"male","group 2 male"
"9366",20,"group 2","101",30,"male","group 2 male"
"9367",21,"group 2","101",28.9,"male","group 2 male"
"9368",22,"group 2","101",29.5,"male","group 2 male"
"9369",23,"group 2","101",28.9,"male","group 2 male"
"9370",24,"group 2","101",29.8,"male","group 2 male"
"9371",25,"group 2","101",29.2,"male","group 2 male"
"9372",26,"group 2","101",29.4,"male","group 2 male"
"9373",27,"group 2","101",29.6,"male","group 2 male"
"9374",28,"group 2","101",29.5,"male","group 2 male"
"9375",29,"group 2","101",29.1,"male","group 2 male"
"9376",30,"group 2","101",29.4,"male","group 2 male"
"9377",31,"group 2","101",30.1,"male","group 2 male"
"9378",32,"group 2","101",30.9,"male","group 2 male"
"9379",33,"group 2","101",30.5,"male","group 2 male"
"9380",34,"group 2","101",31.5,"male","group 2 male"
"9381",35,"group 2","101",30.7,"male","group 2 male"
"9382",36,"group 2","101",31.5,"male","group 2 male"
"9383",37,"group 2","101",32.1,"male","group 2 male"
"9384",38,"group 2","101",31.8,"male","group 2 male"
"9385",39,"group 2","101",31.4,"male","group 2 male"
"9386",40,"group 2","101",30.4,"male","group 2 male"
"9387",41,"group 2","101",32.5,"male","group 2 male"
"9388",42,"group 2","101",31.2,"male","group 2 male"
"9389",43,"group 2","101",31.5,"male","group 2 male"
"9390",44,"group 2","101",29.3,"male","group 2 male"
"9391",45,"group 2","101",31.1,"male","group 2 male"
"9392",46,"group 2","101",31.9,"male","group 2 male"
"9393",47,"group 2","101",32.3,"male","group 2 male"
"9394",48,"group 2","101",31.2,"male","group 2 male"
"9395",49,"group 2","101",31,"male","group 2 male"
"9396",50,"group 2","101",30.5,"male","group 2 male"
"9397",51,"group 2","101",30.1,"male","group 2 male"
"9398",52,"group 2","101",30,"male","group 2 male"
"9399",53,"group 2","101",29.6,"male","group 2 male"
"9423",1,"group 2","102",16.2,"male","group 2 male"
"9424",2,"group 2","102",20.6,"male","group 2 male"
"9425",3,"group 2","102",22,"male","group 2 male"
"9426",4,"group 2","102",24.1,"male","group 2 male"
"9427",5,"group 2","102",25,"male","group 2 male"
"9428",6,"group 2","102",25.9,"male","group 2 male"
"9429",7,"group 2","102",27.5,"male","group 2 male"
"9430",8,"group 2","102",28.8,"male","group 2 male"
"9431",9,"group 2","102",30,"male","group 2 male"
"9432",10,"group 2","102",30.4,"male","group 2 male"
"9433",11,"group 2","102",29.5,"male","group 2 male"
"9434",12,"group 2","102",31.5,"male","group 2 male"
"9435",13,"group 2","102",31.5,"male","group 2 male"
"9436",14,"group 2","102",31.9,"male","group 2 male"
"9437",15,"group 2","102",31.6,"male","group 2 male"
"9438",16,"group 2","102",32.8,"male","group 2 male"
"9439",17,"group 2","102",31.7,"male","group 2 male"
"9440",18,"group 2","102",33.7,"male","group 2 male"
"9441",19,"group 2","102",32.9,"male","group 2 male"
"9442",20,"group 2","102",30.5,"male","group 2 male"
"9443",21,"group 2","102",29,"male","group 2 male"
"9444",22,"group 2","102",29.3,"male","group 2 male"
"9445",23,"group 2","102",28.8,"male","group 2 male"
"9446",24,"group 2","102",29.5,"male","group 2 male"
"9447",25,"group 2","102",29.3,"male","group 2 male"
"9448",26,"group 2","102",29.8,"male","group 2 male"
"9449",27,"group 2","102",30.2,"male","group 2 male"
"9450",28,"group 2","102",29.4,"male","group 2 male"
"9451",29,"group 2","102",29.9,"male","group 2 male"
"9452",30,"group 2","102",30.2,"male","group 2 male"
"9453",31,"group 2","102",30.8,"male","group 2 male"
"9454",32,"group 2","102",29.7,"male","group 2 male"
"9455",33,"group 2","102",31,"male","group 2 male"
"9456",34,"group 2","102",32.7,"male","group 2 male"
"9457",35,"group 2","102",32.2,"male","group 2 male"
"9458",36,"group 2","102",33.3,"male","group 2 male"
"9459",37,"group 2","102",34,"male","group 2 male"
"9460",38,"group 2","102",33.8,"male","group 2 male"
"9461",39,"group 2","102",33.7,"male","group 2 male"
"9462",40,"group 2","102",31.3,"male","group 2 male"
"9463",41,"group 2","102",34.2,"male","group 2 male"
"9464",42,"group 2","102",33.5,"male","group 2 male"
"9465",43,"group 2","102",34.3,"male","group 2 male"
"9466",44,"group 2","102",31.6,"male","group 2 male"
"9467",45,"group 2","102",33.8,"male","group 2 male"
"9468",46,"group 2","102",33.3,"male","group 2 male"
"9469",47,"group 2","102",33.2,"male","group 2 male"
"9470",48,"group 2","102",32.6,"male","group 2 male"
"9471",49,"group 2","102",33.2,"male","group 2 male"
"9472",50,"group 2","102",33.4,"male","group 2 male"
"9473",51,"group 2","102",32.2,"male","group 2 male"
"9474",52,"group 2","102",33,"male","group 2 male"
"9475",53,"group 2","102",32.2,"male","group 2 male"
"9476",54,"group 2","102",30.8,"male","group 2 male"
"9477",55,"group 2","102",33.9,"male","group 2 male"
"9478",56,"group 2","102",34.3,"male","group 2 male"
"9479",57,"group 2","102",33.2,"male","group 2 male"
"9480",58,"group 2","102",33.2,"male","group 2 male"
"9481",59,"group 2","102",33.7,"male","group 2 male"
"9483",61,"group 2","102",32.2,"male","group 2 male"
"9484",62,"group 2","102",32.1,"male","group 2 male"
"9485",63,"group 2","102",31.6,"male","group 2 male"
"9486",64,"group 2","102",30,"male","group 2 male"
"9487",65,"group 2","102",29.2,"male","group 2 male"
"9488",66,"group 2","102",29.9,"male","group 2 male"
"9489",67,"group 2","102",29.2,"male","group 2 male"
"9490",68,"group 2","102",29.2,"male","group 2 male"
"9491",69,"group 2","102",28.5,"male","group 2 male"
"9492",70,"group 2","102",29.2,"male","group 2 male"
"9493",71,"group 2","102",28.3,"male","group 2 male"
"9494",72,"group 2","102",27,"male","group 2 male"
"9495",73,"group 2","102",27.3,"male","group 2 male"
"9499",1,"group 2","103",17,"male","group 2 male"
"9500",2,"group 2","103",22,"male","group 2 male"
"9501",3,"group 2","103",23,"male","group 2 male"
"9502",4,"group 2","103",24.6,"male","group 2 male"
"9503",5,"group 2","103",26,"male","group 2 male"
"9504",6,"group 2","103",26.1,"male","group 2 male"
"9505",7,"group 2","103",26.7,"male","group 2 male"
"9506",8,"group 2","103",27.9,"male","group 2 male"
"9507",9,"group 2","103",29,"male","group 2 male"
"9508",10,"group 2","103",28.7,"male","group 2 male"
"9509",11,"group 2","103",28.5,"male","group 2 male"
"9510",12,"group 2","103",28.3,"male","group 2 male"
"9511",13,"group 2","103",28.8,"male","group 2 male"
"9512",14,"group 2","103",29.4,"male","group 2 male"
"9513",15,"group 2","103",29.8,"male","group 2 male"
"9514",16,"group 2","103",30.8,"male","group 2 male"
"9515",17,"group 2","103",30.7,"male","group 2 male"
"9516",18,"group 2","103",31.6,"male","group 2 male"
"9517",19,"group 2","103",31.1,"male","group 2 male"
"9518",20,"group 2","103",30.5,"male","group 2 male"
"9519",21,"group 2","103",27.1,"male","group 2 male"
"9520",22,"group 2","103",28.1,"male","group 2 male"
"9521",23,"group 2","103",28.4,"male","group 2 male"
"9522",24,"group 2","103",27.3,"male","group 2 male"
"9523",25,"group 2","103",27.6,"male","group 2 male"
"9524",26,"group 2","103",27.5,"male","group 2 male"
"9525",27,"group 2","103",29.7,"male","group 2 male"
"9526",28,"group 2","103",29.3,"male","group 2 male"
"9527",29,"group 2","103",26.2,"male","group 2 male"
"9528",30,"group 2","103",26.4,"male","group 2 male"
"9529",31,"group 2","103",29.6,"male","group 2 male"
"9530",32,"group 2","103",29.2,"male","group 2 male"
"9531",33,"group 2","103",27.3,"male","group 2 male"
"9532",34,"group 2","103",28.5,"male","group 2 male"
"9533",35,"group 2","103",27.8,"male","group 2 male"
"9534",36,"group 2","103",28.2,"male","group 2 male"
"9535",37,"group 2","103",28.8,"male","group 2 male"
"9536",38,"group 2","103",28.6,"male","group 2 male"
"9537",39,"group 2","103",28.7,"male","group 2 male"
"9538",40,"group 2","103",27.8,"male","group 2 male"
"9539",41,"group 2","103",28.9,"male","group 2 male"
"9540",42,"group 2","103",28.7,"male","group 2 male"
"9541",43,"group 2","103",31,"male","group 2 male"
"9542",44,"group 2","103",30.5,"male","group 2 male"
"9543",45,"group 2","103",32,"male","group 2 male"
"9544",46,"group 2","103",31.6,"male","group 2 male"
"9545",47,"group 2","103",30.9,"male","group 2 male"
"9546",48,"group 2","103",31,"male","group 2 male"
"9547",49,"group 2","103",30.8,"male","group 2 male"
"9548",50,"group 2","103",32.2,"male","group 2 male"
"9549",51,"group 2","103",30.5,"male","group 2 male"
"9550",52,"group 2","103",31.6,"male","group 2 male"
"9551",53,"group 2","103",32,"male","group 2 male"
"9552",54,"group 2","103",28.5,"male","group 2 male"
"9553",55,"group 2","103",29,"male","group 2 male"
"9575",1,"group 2","104",15.7,"male","group 2 male"
"9576",2,"group 2","104",20.9,"male","group 2 male"
"9577",3,"group 2","104",23.3,"male","group 2 male"
"9578",4,"group 2","104",25.4,"male","group 2 male"
"9579",5,"group 2","104",26,"male","group 2 male"
"9580",6,"group 2","104",26.5,"male","group 2 male"
"9581",7,"group 2","104",28.6,"male","group 2 male"
"9582",8,"group 2","104",29.8,"male","group 2 male"
"9583",9,"group 2","104",30.6,"male","group 2 male"
"9584",10,"group 2","104",30.3,"male","group 2 male"
"9585",11,"group 2","104",29.5,"male","group 2 male"
"9586",12,"group 2","104",31.9,"male","group 2 male"
"9587",13,"group 2","104",31.6,"male","group 2 male"
"9588",14,"group 2","104",32.4,"male","group 2 male"
"9589",15,"group 2","104",32.6,"male","group 2 male"
"9590",16,"group 2","104",34.1,"male","group 2 male"
"9591",17,"group 2","104",32.5,"male","group 2 male"
"9592",18,"group 2","104",34.8,"male","group 2 male"
"9593",19,"group 2","104",34.5,"male","group 2 male"
"9594",20,"group 2","104",33.2,"male","group 2 male"
"9595",21,"group 2","104",30.3,"male","group 2 male"
"9596",22,"group 2","104",30.1,"male","group 2 male"
"9597",23,"group 2","104",29.4,"male","group 2 male"
"9598",24,"group 2","104",30.3,"male","group 2 male"
"9599",25,"group 2","104",31.1,"male","group 2 male"
"9600",26,"group 2","104",30.2,"male","group 2 male"
"9601",27,"group 2","104",30.7,"male","group 2 male"
"9602",28,"group 2","104",31.1,"male","group 2 male"
"9603",29,"group 2","104",30.5,"male","group 2 male"
"9604",30,"group 2","104",30.6,"male","group 2 male"
"9605",31,"group 2","104",31,"male","group 2 male"
"9606",32,"group 2","104",29.9,"male","group 2 male"
"9607",33,"group 2","104",30.2,"male","group 2 male"
"9608",34,"group 2","104",32,"male","group 2 male"
"9609",35,"group 2","104",30.4,"male","group 2 male"
"9610",36,"group 2","104",33,"male","group 2 male"
"9611",37,"group 2","104",32.3,"male","group 2 male"
"9612",38,"group 2","104",33,"male","group 2 male"
"9613",39,"group 2","104",32.3,"male","group 2 male"
"9614",40,"group 2","104",30.7,"male","group 2 male"
"9615",41,"group 2","104",32.5,"male","group 2 male"
"9616",42,"group 2","104",32.1,"male","group 2 male"
"9617",43,"group 2","104",35.6,"male","group 2 male"
"9618",44,"group 2","104",32.7,"male","group 2 male"
"9619",45,"group 2","104",35.7,"male","group 2 male"
"9620",46,"group 2","104",36.1,"male","group 2 male"
"9621",47,"group 2","104",35.5,"male","group 2 male"
"9622",48,"group 2","104",34.3,"male","group 2 male"
"9623",49,"group 2","104",35.5,"male","group 2 male"
"9624",50,"group 2","104",34.6,"male","group 2 male"
"9625",51,"group 2","104",33.5,"male","group 2 male"
"9626",52,"group 2","104",36,"male","group 2 male"
"9627",53,"group 2","104",36.9,"male","group 2 male"
"9628",54,"group 2","104",34.5,"male","group 2 male"
"9629",55,"group 2","104",36.9,"male","group 2 male"
"9630",56,"group 2","104",37.5,"male","group 2 male"
"9631",57,"group 2","104",38.2,"male","group 2 male"
"9632",58,"group 2","104",37,"male","group 2 male"
"9633",59,"group 2","104",36.2,"male","group 2 male"
"9635",61,"group 2","104",35.4,"male","group 2 male"
"9636",62,"group 2","104",33.4,"male","group 2 male"
"9637",63,"group 2","104",34.1,"male","group 2 male"
"9638",64,"group 2","104",32.6,"male","group 2 male"
"9639",65,"group 2","104",31.9,"male","group 2 male"
"9640",66,"group 2","104",33.5,"male","group 2 male"
"9641",67,"group 2","104",32.2,"male","group 2 male"
"9642",68,"group 2","104",32.2,"male","group 2 male"
"9643",69,"group 2","104",31.4,"male","group 2 male"
"9644",70,"group 2","104",31.8,"male","group 2 male"
"9645",71,"group 2","104",30.8,"male","group 2 male"
"9646",72,"group 2","104",29.9,"male","group 2 male"
"9647",73,"group 2","104",31.3,"male","group 2 male"
"9651",1,"group 2","105",18.1,"male","group 2 male"
"9652",2,"group 2","105",21.6,"male","group 2 male"
"9653",3,"group 2","105",22,"male","group 2 male"
"9654",4,"group 2","105",24.3,"male","group 2 male"
"9655",5,"group 2","105",25,"male","group 2 male"
"9656",6,"group 2","105",25.4,"male","group 2 male"
"9657",7,"group 2","105",26.6,"male","group 2 male"
"9658",8,"group 2","105",27.3,"male","group 2 male"
"9659",9,"group 2","105",28.7,"male","group 2 male"
"9660",10,"group 2","105",29.2,"male","group 2 male"
"9661",11,"group 2","105",28.8,"male","group 2 male"
"9662",12,"group 2","105",29.8,"male","group 2 male"
"9663",13,"group 2","105",29.4,"male","group 2 male"
"9664",14,"group 2","105",28.9,"male","group 2 male"
"9665",15,"group 2","105",29.5,"male","group 2 male"
"9666",16,"group 2","105",30.4,"male","group 2 male"
"9667",17,"group 2","105",30.4,"male","group 2 male"
"9668",18,"group 2","105",31,"male","group 2 male"
"9669",19,"group 2","105",27.7,"male","group 2 male"
"9670",20,"group 2","105",28.5,"male","group 2 male"
"9671",21,"group 2","105",29.1,"male","group 2 male"
"9672",22,"group 2","105",27.5,"male","group 2 male"
"9673",23,"group 2","105",27.3,"male","group 2 male"
"9674",24,"group 2","105",28.2,"male","group 2 male"
"9675",25,"group 2","105",28.6,"male","group 2 male"
"9676",26,"group 2","105",28.3,"male","group 2 male"
"9677",27,"group 2","105",28.7,"male","group 2 male"
"9678",28,"group 2","105",27.8,"male","group 2 male"
"9679",29,"group 2","105",28,"male","group 2 male"
"9680",30,"group 2","105",28.3,"male","group 2 male"
"9681",31,"group 2","105",28.7,"male","group 2 male"
"9682",32,"group 2","105",28.3,"male","group 2 male"
"9683",33,"group 2","105",28.3,"male","group 2 male"
"9684",34,"group 2","105",28.7,"male","group 2 male"
"9685",35,"group 2","105",27.8,"male","group 2 male"
"9686",36,"group 2","105",28,"male","group 2 male"
"9687",37,"group 2","105",29.2,"male","group 2 male"
"9688",38,"group 2","105",29.4,"male","group 2 male"
"9689",39,"group 2","105",29.3,"male","group 2 male"
"9690",40,"group 2","105",28.4,"male","group 2 male"
"9691",41,"group 2","105",29,"male","group 2 male"
"9692",42,"group 2","105",29.3,"male","group 2 male"
"9693",43,"group 2","105",29,"male","group 2 male"
"9694",44,"group 2","105",29.4,"male","group 2 male"
"9695",45,"group 2","105",30.8,"male","group 2 male"
"9696",46,"group 2","105",31.3,"male","group 2 male"
"9697",47,"group 2","105",30,"male","group 2 male"
"9698",48,"group 2","105",29.6,"male","group 2 male"
"9699",49,"group 2","105",30,"male","group 2 male"
"9700",50,"group 2","105",29.4,"male","group 2 male"
"9701",51,"group 2","105",29.6,"male","group 2 male"
"9702",52,"group 2","105",29.3,"male","group 2 male"
"9703",53,"group 2","105",29.8,"male","group 2 male"
"9704",54,"group 2","105",28.5,"male","group 2 male"
"9705",55,"group 2","105",30.4,"male","group 2 male"
"9706",56,"group 2","105",29.9,"male","group 2 male"
"9707",57,"group 2","105",29.7,"male","group 2 male"
"9708",58,"group 2","105",28.3,"male","group 2 male"
"9709",59,"group 2","105",28.8,"male","group 2 male"
"9711",61,"group 2","105",27.8,"male","group 2 male"
"9712",62,"group 2","105",26.7,"male","group 2 male"
"9713",63,"group 2","105",28.2,"male","group 2 male"
"9714",64,"group 2","105",28.6,"male","group 2 male"
"9715",65,"group 2","105",26.4,"male","group 2 male"
"9716",66,"group 2","105",27.5,"male","group 2 male"
"9717",67,"group 2","105",27.2,"male","group 2 male"
"9718",68,"group 2","105",26.1,"male","group 2 male"
"9719",69,"group 2","105",26.9,"male","group 2 male"
"9720",70,"group 2","105",26,"male","group 2 male"
"9721",71,"group 2","105",25.2,"male","group 2 male"
"9727",1,"group 2","106",17.5,"male","group 2 male"
"9728",2,"group 2","106",21.1,"male","group 2 male"
"9729",3,"group 2","106",21.9,"male","group 2 male"
"9730",4,"group 2","106",23.1,"male","group 2 male"
"9731",5,"group 2","106",24,"male","group 2 male"
"9732",6,"group 2","106",24.5,"male","group 2 male"
"9733",7,"group 2","106",24.7,"male","group 2 male"
"9734",8,"group 2","106",26.3,"male","group 2 male"
"9735",9,"group 2","106",27.5,"male","group 2 male"
"9736",10,"group 2","106",27.1,"male","group 2 male"
"9737",11,"group 2","106",26.5,"male","group 2 male"
"9738",12,"group 2","106",26.5,"male","group 2 male"
"9739",13,"group 2","106",27,"male","group 2 male"
"9740",14,"group 2","106",26.8,"male","group 2 male"
"9741",15,"group 2","106",27.1,"male","group 2 male"
"9742",16,"group 2","106",26.9,"male","group 2 male"
"9743",17,"group 2","106",29.7,"male","group 2 male"
"9744",18,"group 2","106",28.7,"male","group 2 male"
"9745",19,"group 2","106",27.5,"male","group 2 male"
"9746",20,"group 2","106",27.5,"male","group 2 male"
"9747",21,"group 2","106",27.6,"male","group 2 male"
"9748",22,"group 2","106",27.4,"male","group 2 male"
"9749",23,"group 2","106",27.2,"male","group 2 male"
"9750",24,"group 2","106",28.7,"male","group 2 male"
"9751",25,"group 2","106",29.8,"male","group 2 male"
"9752",26,"group 2","106",29.1,"male","group 2 male"
"9753",27,"group 2","106",29.2,"male","group 2 male"
"9754",28,"group 2","106",28.4,"male","group 2 male"
"9755",29,"group 2","106",27.9,"male","group 2 male"
"9756",30,"group 2","106",27.6,"male","group 2 male"
"9757",31,"group 2","106",29.9,"male","group 2 male"
"9758",32,"group 2","106",29.3,"male","group 2 male"
"9759",33,"group 2","106",28.6,"male","group 2 male"
"9760",34,"group 2","106",29.1,"male","group 2 male"
"9761",35,"group 2","106",30,"male","group 2 male"
"9762",36,"group 2","106",29.6,"male","group 2 male"
"9763",37,"group 2","106",29.3,"male","group 2 male"
"9764",38,"group 2","106",28.9,"male","group 2 male"
"9765",39,"group 2","106",28.2,"male","group 2 male"
"9766",40,"group 2","106",28.8,"male","group 2 male"
"9767",41,"group 2","106",29.1,"male","group 2 male"
"9768",42,"group 2","106",28.3,"male","group 2 male"
"9769",43,"group 2","106",30.8,"male","group 2 male"
"9770",44,"group 2","106",31.1,"male","group 2 male"
"9771",45,"group 2","106",32.3,"male","group 2 male"
"9772",46,"group 2","106",33.2,"male","group 2 male"
"9773",47,"group 2","106",33.3,"male","group 2 male"
"9774",48,"group 2","106",33,"male","group 2 male"
"9775",49,"group 2","106",32.3,"male","group 2 male"
"9776",50,"group 2","106",31.1,"male","group 2 male"
"9777",51,"group 2","106",31.5,"male","group 2 male"
"9778",52,"group 2","106",30.4,"male","group 2 male"
"9779",53,"group 2","106",29.9,"male","group 2 male"
"9780",54,"group 2","106",29,"male","group 2 male"
"9781",55,"group 2","106",30.7,"male","group 2 male"
"9782",56,"group 2","106",31.2,"male","group 2 male"
"9783",57,"group 2","106",30.3,"male","group 2 male"
"9784",58,"group 2","106",30.5,"male","group 2 male"
"9785",59,"group 2","106",30.3,"male","group 2 male"
"9787",61,"group 2","106",28.6,"male","group 2 male"
"9788",62,"group 2","106",27.5,"male","group 2 male"
"9789",63,"group 2","106",26.6,"male","group 2 male"
"9803",1,"group 2","107",19.3,"male","group 2 male"
"9804",2,"group 2","107",22.5,"male","group 2 male"
"9805",3,"group 2","107",22.9,"male","group 2 male"
"9806",4,"group 2","107",25.2,"male","group 2 male"
"9807",5,"group 2","107",26,"male","group 2 male"
"9808",6,"group 2","107",26.7,"male","group 2 male"
"9809",7,"group 2","107",28.7,"male","group 2 male"
"9810",8,"group 2","107",28.5,"male","group 2 male"
"9811",9,"group 2","107",29.4,"male","group 2 male"
"9812",10,"group 2","107",28.8,"male","group 2 male"
"9813",11,"group 2","107",28.9,"male","group 2 male"
"9814",12,"group 2","107",29.3,"male","group 2 male"
"9815",13,"group 2","107",29.3,"male","group 2 male"
"9816",14,"group 2","107",29.7,"male","group 2 male"
"9817",15,"group 2","107",29.5,"male","group 2 male"
"9818",16,"group 2","107",31.4,"male","group 2 male"
"9819",17,"group 2","107",29.7,"male","group 2 male"
"9820",18,"group 2","107",32.7,"male","group 2 male"
"9821",19,"group 2","107",32.1,"male","group 2 male"
"9822",20,"group 2","107",32.3,"male","group 2 male"
"9823",21,"group 2","107",33.6,"male","group 2 male"
"9824",22,"group 2","107",31.3,"male","group 2 male"
"9825",23,"group 2","107",32.3,"male","group 2 male"
"9826",24,"group 2","107",32.5,"male","group 2 male"
"9827",25,"group 2","107",33.1,"male","group 2 male"
"9828",26,"group 2","107",33.1,"male","group 2 male"
"9829",27,"group 2","107",32.3,"male","group 2 male"
"9830",28,"group 2","107",31.3,"male","group 2 male"
"9831",29,"group 2","107",30.2,"male","group 2 male"
"9832",30,"group 2","107",30.5,"male","group 2 male"
"9833",31,"group 2","107",31.5,"male","group 2 male"
"9834",32,"group 2","107",31.8,"male","group 2 male"
"9835",33,"group 2","107",31,"male","group 2 male"
"9836",34,"group 2","107",31.2,"male","group 2 male"
"9837",35,"group 2","107",30.2,"male","group 2 male"
"9838",36,"group 2","107",30.3,"male","group 2 male"
"9839",37,"group 2","107",32.4,"male","group 2 male"
"9840",38,"group 2","107",33.1,"male","group 2 male"
"9841",39,"group 2","107",32.1,"male","group 2 male"
"9842",40,"group 2","107",31.4,"male","group 2 male"
"9843",41,"group 2","107",32.1,"male","group 2 male"
"9844",42,"group 2","107",32.3,"male","group 2 male"
"9845",43,"group 2","107",32.5,"male","group 2 male"
"9846",44,"group 2","107",34.1,"male","group 2 male"
"9847",45,"group 2","107",34.7,"male","group 2 male"
"9848",46,"group 2","107",36.2,"male","group 2 male"
"9849",47,"group 2","107",34.1,"male","group 2 male"
"9850",48,"group 2","107",34.3,"male","group 2 male"
"9851",49,"group 2","107",34.7,"male","group 2 male"
"9852",50,"group 2","107",35.3,"male","group 2 male"
"9853",51,"group 2","107",33.8,"male","group 2 male"
"9854",52,"group 2","107",33.4,"male","group 2 male"
"9855",53,"group 2","107",34.1,"male","group 2 male"
"9856",54,"group 2","107",33.6,"male","group 2 male"
"9857",55,"group 2","107",35.1,"male","group 2 male"
"9858",56,"group 2","107",34.7,"male","group 2 male"
"9859",57,"group 2","107",34.4,"male","group 2 male"
"9860",58,"group 2","107",34,"male","group 2 male"
"9861",59,"group 2","107",33.9,"male","group 2 male"
"9863",61,"group 2","107",33.1,"male","group 2 male"
"9864",62,"group 2","107",31.7,"male","group 2 male"
"9865",63,"group 2","107",31.6,"male","group 2 male"
"9866",64,"group 2","107",30.9,"male","group 2 male"
"9867",65,"group 2","107",29.5,"male","group 2 male"
"9868",66,"group 2","107",30,"male","group 2 male"
"9869",67,"group 2","107",28.5,"male","group 2 male"
"9870",68,"group 2","107",28,"male","group 2 male"
"9879",1,"group 2","108",20.5,"male","group 2 male"
"9880",2,"group 2","108",23.7,"male","group 2 male"
"9881",3,"group 2","108",24.2,"male","group 2 male"
"9882",4,"group 2","108",26.6,"male","group 2 male"
"9883",5,"group 2","108",28,"male","group 2 male"
"9884",6,"group 2","108",27.9,"male","group 2 male"
"9885",7,"group 2","108",29.4,"male","group 2 male"
"9886",8,"group 2","108",28.9,"male","group 2 male"
"9887",9,"group 2","108",29.1,"male","group 2 male"
"9888",10,"group 2","108",28.4,"male","group 2 male"
"9889",11,"group 2","108",27.3,"male","group 2 male"
"9890",12,"group 2","108",27.7,"male","group 2 male"
"9891",13,"group 2","108",27.3,"male","group 2 male"
"9892",14,"group 2","108",28,"male","group 2 male"
"9893",15,"group 2","108",27.9,"male","group 2 male"
"9894",16,"group 2","108",29.3,"male","group 2 male"
"9895",17,"group 2","108",29.7,"male","group 2 male"
"9896",18,"group 2","108",30.2,"male","group 2 male"
"9897",19,"group 2","108",28,"male","group 2 male"
"9898",20,"group 2","108",29,"male","group 2 male"
"9899",21,"group 2","108",28.2,"male","group 2 male"
"9900",22,"group 2","108",28.1,"male","group 2 male"
"9901",23,"group 2","108",28.7,"male","group 2 male"
