"","week","group","mouse","weight","sex","series"
"28132",40,"group 6","324",44.7,"female","group 6 female"
"28133",41,"group 6","324",39.2,"female","group 6 female"
"28134",42,"group 6","324",46.3,"female","group 6 female"
"28135",43,"group 6","324",49,"female","group 6 female"
"28136",44,"group 6","324",50.5,"female","group 6 female"
"28137",45,"group 6","324",50,"female","group 6 female"
"28138",46,"group 6","324",52.5,"female","group 6 female"
"28139",47,"group 6","324",52.3,"female","group 6 female"
"28140",48,"group 6","324",51.8,"female","group 6 female"
"28141",49,"group 6","324",52.2,"female","group 6 female"
"28142",50,"group 6","324",53.2,"female","group 6 female"
"28145",53,"group 6","324",53.6,"female","group 6 female"
"28146",54,"group 6","324",53.4,"female","group 6 female"
"28147",55,"group 6","324",52.8,"female","group 6 female"
"28148",56,"group 6","324",53.4,"female","group 6 female"
"28149",57,"group 6","324",51,"female","group 6 female"
"28150",58,"group 6","324",52.7,"female","group 6 female"
"28151",59,"group 6","324",52.3,"female","group 6 female"
"28152",60,"group 6","324",47.2,"female","group 6 female"
"28153",61,"group 6","324",49.4,"female","group 6 female"
"28154",62,"group 6","324",51.1,"female","group 6 female"
"28155",63,"group 6","324",50.5,"female","group 6 female"
"28156",64,"group 6","324",48.2,"female","group 6 female"
"28157",65,"group 6","324",47.9,"female","group 6 female"
"28158",66,"group 6","324",45,"female","group 6 female"
"28159",67,"group 6","324",37.8,"female","group 6 female"
"28195",1,"group 6","325",15,"female","group 6 female"
"28196",2,"group 6","325",16.5,"female","group 6 female"
"28197",3,"group 6","325",17.85,"female","group 6 female"
"28198",4,"group 6","325",19.26,"female","group 6 female"
"28199",5,"group 6","325",19.26,"female","group 6 female"
"28200",6,"group 6","325",20.62,"female","group 6 female"
"28201",7,"group 6","325",20.51,"female","group 6 female"
"28202",8,"group 6","325",21.48,"female","group 6 female"
"28203",9,"group 6","325",22.36,"female","group 6 female"
"28204",10,"group 6","325",25.47,"female","group 6 female"
"28205",11,"group 6","325",23.82,"female","group 6 female"
"28206",12,"group 6","325",23.02,"female","group 6 female"
"28207",13,"group 6","325",22.06,"female","group 6 female"
"28208",14,"group 6","325",3.52,"female","group 6 female"
"28209",15,"group 6","325",23.62,"female","group 6 female"
"28210",16,"group 6","325",21.87,"female","group 6 female"
"28211",17,"group 6","325",22.9,"female","group 6 female"
"28212",18,"group 6","325",22.8,"female","group 6 female"
"28213",19,"group 6","325",24.8,"female","group 6 female"
"28214",20,"group 6","325",22.4,"female","group 6 female"
"28215",21,"group 6","325",24.4,"female","group 6 female"
"28216",22,"group 6","325",25.4,"female","group 6 female"
"28217",23,"group 6","325",26.3,"female","group 6 female"
"28218",24,"group 6","325",24.3,"female","group 6 female"
"28219",25,"group 6","325",24.5,"female","group 6 female"
"28220",26,"group 6","325",26.8,"female","group 6 female"
"28221",27,"group 6","325",24.4,"female","group 6 female"
"28222",28,"group 6","325",26,"female","group 6 female"
"28223",29,"group 6","325",25.8,"female","group 6 female"
"28224",30,"group 6","325",25,"female","group 6 female"
"28225",31,"group 6","325",26.8,"female","group 6 female"
"28226",32,"group 6","325",25.6,"female","group 6 female"
"28227",33,"group 6","325",25.4,"female","group 6 female"
"28228",34,"group 6","325",26.8,"female","group 6 female"
"28229",35,"group 6","325",25.3,"female","group 6 female"
"28230",36,"group 6","325",24.9,"female","group 6 female"
"28231",37,"group 6","325",24.8,"female","group 6 female"
"28232",38,"group 6","325",26.8,"female","group 6 female"
"28233",39,"group 6","325",26.3,"female","group 6 female"
"28234",40,"group 6","325",28.4,"female","group 6 female"
"28235",41,"group 6","325",26.8,"female","group 6 female"
"28236",42,"group 6","325",28.4,"female","group 6 female"
"28237",43,"group 6","325",30.1,"female","group 6 female"
"28238",44,"group 6","325",28.6,"female","group 6 female"
"28239",45,"group 6","325",29,"female","group 6 female"
"28240",46,"group 6","325",29.8,"female","group 6 female"
"28241",47,"group 6","325",29,"female","group 6 female"
"28242",48,"group 6","325",29.5,"female","group 6 female"
"28243",49,"group 6","325",29.7,"female","group 6 female"
"28244",50,"group 6","325",29.1,"female","group 6 female"
"28245",51,"group 6","325",30,"female","group 6 female"
"28246",52,"group 6","325",31,"female","group 6 female"
"28247",53,"group 6","325",30.4,"female","group 6 female"
"28248",54,"group 6","325",30.6,"female","group 6 female"
"28249",55,"group 6","325",29,"female","group 6 female"
"28250",56,"group 6","325",30.8,"female","group 6 female"
"28251",57,"group 6","325",26.8,"female","group 6 female"
"28252",58,"group 6","325",29.5,"female","group 6 female"
"28253",59,"group 6","325",28.9,"female","group 6 female"
"28254",60,"group 6","325",28.3,"female","group 6 female"
"28255",61,"group 6","325",28.5,"female","group 6 female"
"28256",62,"group 6","325",28.2,"female","group 6 female"
"28257",63,"group 6","325",27.7,"female","group 6 female"
"28258",64,"group 6","325",28.2,"female","group 6 female"
"28259",65,"group 6","325",27.4,"female","group 6 female"
"28260",66,"group 6","325",26.7,"female","group 6 female"
"28261",67,"group 6","325",27.3,"female","group 6 female"
"28262",68,"group 6","325",27.3,"female","group 6 female"
"28263",69,"group 6","325",22.3,"female","group 6 female"
"28264",70,"group 6","325",27.2,"female","group 6 female"
"28265",71,"group 6","325",24.5,"female","group 6 female"
"28266",72,"group 6","325",23.2,"female","group 6 female"
"28297",1,"group 6","326",16.9,"female","group 6 female"
"28298",2,"group 6","326",19.2,"female","group 6 female"
"28299",3,"group 6","326",20.5,"female","group 6 female"
"28300",4,"group 6","326",21.24,"female","group 6 female"
"28301",5,"group 6","326",21.55,"female","group 6 female"
"28302",6,"group 6","326",22.41,"female","group 6 female"
"28303",7,"group 6","326",25.6,"female","group 6 female"
"28304",8,"group 6","326",24.1,"female","group 6 female"
"28305",9,"group 6","326",27.25,"female","group 6 female"
"28306",10,"group 6","326",27.92,"female","group 6 female"
"28307",11,"group 6","326",29.07,"female","group 6 female"
"28308",12,"group 6","326",27.8,"female","group 6 female"
"28309",13,"group 6","326",25.37,"female","group 6 female"
"28310",14,"group 6","326",28.7,"female","group 6 female"
"28311",15,"group 6","326",25.55,"female","group 6 female"
"28312",16,"group 6","326",27.12,"female","group 6 female"
"28313",17,"group 6","326",29.5,"female","group 6 female"
"28314",18,"group 6","326",30.2,"female","group 6 female"
"28315",19,"group 6","326",29.04,"female","group 6 female"
"28316",20,"group 6","326",29.7,"female","group 6 female"
"28317",21,"group 6","326",30.4,"female","group 6 female"
"28318",22,"group 6","326",31,"female","group 6 female"
"28319",23,"group 6","326",30.8,"female","group 6 female"
"28320",24,"group 6","326",32.8,"female","group 6 female"
"28321",25,"group 6","326",30.6,"female","group 6 female"
"28322",26,"group 6","326",31.9,"female","group 6 female"
"28323",27,"group 6","326",33.1,"female","group 6 female"
"28324",28,"group 6","326",34.6,"female","group 6 female"
"28325",29,"group 6","326",32.7,"female","group 6 female"
"28326",30,"group 6","326",32.7,"female","group 6 female"
"28327",31,"group 6","326",31.6,"female","group 6 female"
"28328",32,"group 6","326",32.2,"female","group 6 female"
"28329",33,"group 6","326",33.8,"female","group 6 female"
"28330",34,"group 6","326",34.8,"female","group 6 female"
"28331",35,"group 6","326",33.2,"female","group 6 female"
"28332",36,"group 6","326",34.9,"female","group 6 female"
"28333",37,"group 6","326",34.3,"female","group 6 female"
"28334",38,"group 6","326",33.2,"female","group 6 female"
"28335",39,"group 6","326",34.1,"female","group 6 female"
"28336",40,"group 6","326",35.8,"female","group 6 female"
"28337",41,"group 6","326",34.8,"female","group 6 female"
"28338",42,"group 6","326",36.7,"female","group 6 female"
"28339",43,"group 6","326",36.3,"female","group 6 female"
"28340",44,"group 6","326",39.2,"female","group 6 female"
"28341",45,"group 6","326",41.7,"female","group 6 female"
"28342",46,"group 6","326",39.2,"female","group 6 female"
"28343",47,"group 6","326",40.3,"female","group 6 female"
"28344",48,"group 6","326",42,"female","group 6 female"
"28345",49,"group 6","326",42,"female","group 6 female"
"28346",50,"group 6","326",43,"female","group 6 female"
"28347",51,"group 6","326",42.3,"female","group 6 female"
"28348",52,"group 6","326",45.7,"female","group 6 female"
"28349",53,"group 6","326",43.3,"female","group 6 female"
"28350",54,"group 6","326",42.2,"female","group 6 female"
"28351",55,"group 6","326",49.8,"female","group 6 female"
"28352",56,"group 6","326",44.8,"female","group 6 female"
"28353",57,"group 6","326",42,"female","group 6 female"
"28354",58,"group 6","326",44.7,"female","group 6 female"
"28355",59,"group 6","326",42.5,"female","group 6 female"
"28356",60,"group 6","326",37.8,"female","group 6 female"
"28357",61,"group 6","326",39.6,"female","group 6 female"
"28358",62,"group 6","326",43.1,"female","group 6 female"
"28359",63,"group 6","326",40.8,"female","group 6 female"
"28360",64,"group 6","326",41.7,"female","group 6 female"
"28361",65,"group 6","326",41.5,"female","group 6 female"
"28362",66,"group 6","326",39.9,"female","group 6 female"
"28363",67,"group 6","326",37.6,"female","group 6 female"
"28364",68,"group 6","326",36.9,"female","group 6 female"
"28365",69,"group 6","326",33.8,"female","group 6 female"
"28366",70,"group 6","326",38.2,"female","group 6 female"
"28367",71,"group 6","326",35.2,"female","group 6 female"
"28368",72,"group 6","326",34.1,"female","group 6 female"
"28369",73,"group 6","326",32.4,"female","group 6 female"
"28399",1,"group 6","327",16.4,"female","group 6 female"
"28400",2,"group 6","327",19.2,"female","group 6 female"
"28401",3,"group 6","327",20.24,"female","group 6 female"
"28402",4,"group 6","327",21.49,"female","group 6 female"
"28403",5,"group 6","327",20.9,"female","group 6 female"
"28404",6,"group 6","327",21.53,"female","group 6 female"
"28405",7,"group 6","327",23.46,"female","group 6 female"
"28406",8,"group 6","327",24.8,"female","group 6 female"
"28407",9,"group 6","327",26.91,"female","group 6 female"
"28408",10,"group 6","327",25.46,"female","group 6 female"
"28409",11,"group 6","327",26.33,"female","group 6 female"
"28410",12,"group 6","327",27.23,"female","group 6 female"
"28411",13,"group 6","327",27.23,"female","group 6 female"
"28412",14,"group 6","327",28.3,"female","group 6 female"
"28413",15,"group 6","327",27.62,"female","group 6 female"
"28414",16,"group 6","327",25.89,"female","group 6 female"
"28415",17,"group 6","327",23.2,"female","group 6 female"
"28416",18,"group 6","327",27.9,"female","group 6 female"
"28417",19,"group 6","327",28.6,"female","group 6 female"
"28418",20,"group 6","327",27.4,"female","group 6 female"
"28419",21,"group 6","327",22.8,"female","group 6 female"
"28420",22,"group 6","327",23.1,"female","group 6 female"
"28421",23,"group 6","327",23.2,"female","group 6 female"
"28422",24,"group 6","327",27.6,"female","group 6 female"
"28423",25,"group 6","327",28.4,"female","group 6 female"
"28424",26,"group 6","327",27.6,"female","group 6 female"
"28425",27,"group 6","327",27.2,"female","group 6 female"
"28426",28,"group 6","327",29.2,"female","group 6 female"
"28427",29,"group 6","327",29.5,"female","group 6 female"
"28428",30,"group 6","327",29,"female","group 6 female"
"28429",31,"group 6","327",27.7,"female","group 6 female"
"28430",32,"group 6","327",28.6,"female","group 6 female"
"28431",33,"group 6","327",29,"female","group 6 female"
"28432",34,"group 6","327",29.7,"female","group 6 female"
"28433",35,"group 6","327",28.9,"female","group 6 female"
"28434",36,"group 6","327",30.5,"female","group 6 female"
"28435",37,"group 6","327",30.2,"female","group 6 female"
"28436",38,"group 6","327",30.5,"female","group 6 female"
"28437",39,"group 6","327",30.6,"female","group 6 female"
"28438",40,"group 6","327",28.6,"female","group 6 female"
"28439",41,"group 6","327",29.7,"female","group 6 female"
"28440",42,"group 6","327",31.8,"female","group 6 female"
"28441",43,"group 6","327",32.9,"female","group 6 female"
"28442",44,"group 6","327",31.7,"female","group 6 female"
"28443",45,"group 6","327",33,"female","group 6 female"
"28444",46,"group 6","327",35.1,"female","group 6 female"
"28445",47,"group 6","327",36.7,"female","group 6 female"
"28446",48,"group 6","327",36.4,"female","group 6 female"
"28447",49,"group 6","327",34.1,"female","group 6 female"
"28448",50,"group 6","327",34.9,"female","group 6 female"
"28449",51,"group 6","327",35.4,"female","group 6 female"
"28450",52,"group 6","327",37.1,"female","group 6 female"
"28451",53,"group 6","327",38,"female","group 6 female"
"28501",1,"group 6","328",15,"female","group 6 female"
"28502",2,"group 6","328",17.2,"female","group 6 female"
"28503",3,"group 6","328",18.33,"female","group 6 female"
"28504",4,"group 6","328",19.67,"female","group 6 female"
"28505",5,"group 6","328",21.35,"female","group 6 female"
"28506",6,"group 6","328",19.43,"female","group 6 female"
"28507",7,"group 6","328",21.29,"female","group 6 female"
"28508",8,"group 6","328",22.4,"female","group 6 female"
"28509",9,"group 6","328",22.49,"female","group 6 female"
"28510",10,"group 6","328",23.81,"female","group 6 female"
"28511",11,"group 6","328",23.082,"female","group 6 female"
"28512",12,"group 6","328",25.45,"female","group 6 female"
"28513",13,"group 6","328",24.67,"female","group 6 female"
"28514",14,"group 6","328",23.43,"female","group 6 female"
"28515",15,"group 6","328",23.16,"female","group 6 female"
"28516",16,"group 6","328",23.92,"female","group 6 female"
"28517",17,"group 6","328",23.3,"female","group 6 female"
"28518",18,"group 6","328",25.5,"female","group 6 female"
"28519",19,"group 6","328",26.7,"female","group 6 female"
"28520",20,"group 6","328",24.7,"female","group 6 female"
"28521",21,"group 6","328",22.8,"female","group 6 female"
"28522",22,"group 6","328",24,"female","group 6 female"
"28523",23,"group 6","328",20.5,"female","group 6 female"
"28524",24,"group 6","328",20.8,"female","group 6 female"
"28525",25,"group 6","328",19.8,"female","group 6 female"
"28526",26,"group 6","328",21.7,"female","group 6 female"
"28527",27,"group 6","328",20.5,"female","group 6 female"
"28528",28,"group 6","328",20.1,"female","group 6 female"
"28529",29,"group 6","328",20.1,"female","group 6 female"
"28530",30,"group 6","328",20.3,"female","group 6 female"
"28531",31,"group 6","328",20.5,"female","group 6 female"
"28532",32,"group 6","328",20.2,"female","group 6 female"
"28533",33,"group 6","328",21,"female","group 6 female"
"28534",34,"group 6","328",21.2,"female","group 6 female"
"28535",35,"group 6","328",21.2,"female","group 6 female"
"28536",36,"group 6","328",21.5,"female","group 6 female"
"28537",37,"group 6","328",21.8,"female","group 6 female"
"28538",38,"group 6","328",21.3,"female","group 6 female"
"28539",39,"group 6","328",22,"female","group 6 female"
"28540",40,"group 6","328",21.8,"female","group 6 female"
"28541",41,"group 6","328",21.2,"female","group 6 female"
"28542",42,"group 6","328",21.5,"female","group 6 female"
"28543",43,"group 6","328",21.3,"female","group 6 female"
"28544",44,"group 6","328",21.8,"female","group 6 female"
"28545",45,"group 6","328",22.2,"female","group 6 female"
"28546",46,"group 6","328",21.3,"female","group 6 female"
"28547",47,"group 6","328",22.2,"female","group 6 female"
"28548",48,"group 6","328",22.1,"female","group 6 female"
"28549",49,"group 6","328",21.8,"female","group 6 female"
"28550",50,"group 6","328",21.8,"female","group 6 female"
"28551",51,"group 6","328",19.5,"female","group 6 female"
"28552",52,"group 6","328",21,"female","group 6 female"
"28553",53,"group 6","328",21.8,"female","group 6 female"
"28554",54,"group 6","328",22.2,"female","group 6 female"
"28555",55,"group 6","328",21.8,"female","group 6 female"
"28556",56,"group 6","328",22.6,"female","group 6 female"
"28557",57,"group 6","328",22,"female","group 6 female"
"28558",58,"group 6","328",21.5,"female","group 6 female"
"28559",59,"group 6","328",18.7,"female","group 6 female"
"28560",60,"group 6","328",21.3,"female","group 6 female"
"28561",61,"group 6","328",21,"female","group 6 female"
"28562",62,"group 6","328",21.2,"female","group 6 female"
"28563",63,"group 6","328",21.5,"female","group 6 female"
"28564",64,"group 6","328",21.7,"female","group 6 female"
"28565",65,"group 6","328",20.7,"female","group 6 female"
"28566",66,"group 6","328",21.6,"female","group 6 female"
"28603",1,"group 6","329",16.4,"female","group 6 female"
"28604",2,"group 6","329",18.8,"female","group 6 female"
"28605",3,"group 6","329",19.18,"female","group 6 female"
"28606",4,"group 6","329",20.29,"female","group 6 female"
"28607",5,"group 6","329",22.62,"female","group 6 female"
"28608",6,"group 6","329",23.4,"female","group 6 female"
"28609",7,"group 6","329",23.61,"female","group 6 female"
"28610",8,"group 6","329",22.6,"female","group 6 female"
"28611",9,"group 6","329",25.49,"female","group 6 female"
"28612",10,"group 6","329",23.9,"female","group 6 female"
"28613",11,"group 6","329",24.12,"female","group 6 female"
"28614",12,"group 6","329",25.76,"female","group 6 female"
"28615",13,"group 6","329",25.99,"female","group 6 female"
"28616",14,"group 6","329",25.7,"female","group 6 female"
"28617",15,"group 6","329",26.44,"female","group 6 female"
"28618",16,"group 6","329",25.2,"female","group 6 female"
"28619",17,"group 6","329",25.9,"female","group 6 female"
"28620",18,"group 6","329",27.8,"female","group 6 female"
"28621",19,"group 6","329",28.9,"female","group 6 female"
"28622",20,"group 6","329",26,"female","group 6 female"
"28623",21,"group 6","329",28.3,"female","group 6 female"
"28625",23,"group 6","329",27,"female","group 6 female"
"28626",24,"group 6","329",27.8,"female","group 6 female"
"28627",25,"group 6","329",29.3,"female","group 6 female"
"28628",26,"group 6","329",29.1,"female","group 6 female"
"28629",27,"group 6","329",28.7,"female","group 6 female"
"28630",28,"group 6","329",30.5,"female","group 6 female"
"28631",29,"group 6","329",29.7,"female","group 6 female"
"28632",30,"group 6","329",28.8,"female","group 6 female"
"28633",31,"group 6","329",31,"female","group 6 female"
"28634",32,"group 6","329",31,"female","group 6 female"
"28635",33,"group 6","329",30.5,"female","group 6 female"
"28636",34,"group 6","329",29.9,"female","group 6 female"
"28637",35,"group 6","329",30.5,"female","group 6 female"
"28638",36,"group 6","329",30,"female","group 6 female"
"28639",37,"group 6","329",29.1,"female","group 6 female"
"28640",38,"group 6","329",30.3,"female","group 6 female"
"28641",39,"group 6","329",31.2,"female","group 6 female"
"28642",40,"group 6","329",32.8,"female","group 6 female"
"28643",41,"group 6","329",29.9,"female","group 6 female"
"28644",42,"group 6","329",34,"female","group 6 female"
"28645",43,"group 6","329",35.5,"female","group 6 female"
"28646",44,"group 6","329",34.1,"female","group 6 female"
"28647",45,"group 6","329",35.8,"female","group 6 female"
"28648",46,"group 6","329",35.8,"female","group 6 female"
"28649",47,"group 6","329",35,"female","group 6 female"
"28650",48,"group 6","329",36.2,"female","group 6 female"
"28651",49,"group 6","329",36.1,"female","group 6 female"
"28652",50,"group 6","329",36.8,"female","group 6 female"
"28653",51,"group 6","329",33.1,"female","group 6 female"
"28654",52,"group 6","329",35,"female","group 6 female"
"28655",53,"group 6","329",35.3,"female","group 6 female"
"28656",54,"group 6","329",36.7,"female","group 6 female"
"28657",55,"group 6","329",34.1,"female","group 6 female"
"28658",56,"group 6","329",34.6,"female","group 6 female"
"28705",1,"group 6","330",16,"female","group 6 female"
"28706",2,"group 6","330",18.7,"female","group 6 female"
"28707",3,"group 6","330",19.85,"female","group 6 female"
"28708",4,"group 6","330",21.26,"female","group 6 female"
"28709",5,"group 6","330",23.56,"female","group 6 female"
"28710",6,"group 6","330",24.65,"female","group 6 female"
"28711",7,"group 6","330",25.86,"female","group 6 female"
"28712",8,"group 6","330",24.75,"female","group 6 female"
"28713",9,"group 6","330",26.64,"female","group 6 female"
"28714",10,"group 6","330",27.9,"female","group 6 female"
"28715",11,"group 6","330",26.06,"female","group 6 female"
"28716",12,"group 6","330",26.87,"female","group 6 female"
"28717",13,"group 6","330",28.53,"female","group 6 female"
"28718",14,"group 6","330",31.03,"female","group 6 female"
"28719",15,"group 6","330",28.49,"female","group 6 female"
"28720",16,"group 6","330",29.49,"female","group 6 female"
"28721",17,"group 6","330",30.2,"female","group 6 female"
"28722",18,"group 6","330",30.7,"female","group 6 female"
"28723",19,"group 6","330",33,"female","group 6 female"
"28724",20,"group 6","330",30.5,"female","group 6 female"
"28725",21,"group 6","330",32.2,"female","group 6 female"
"28727",23,"group 6","330",32.7,"female","group 6 female"
"28728",24,"group 6","330",31,"female","group 6 female"
"28729",25,"group 6","330",32.9,"female","group 6 female"
"28730",26,"group 6","330",34.7,"female","group 6 female"
"28731",27,"group 6","330",33.9,"female","group 6 female"
"28732",28,"group 6","330",34,"female","group 6 female"
"28733",29,"group 6","330",34.8,"female","group 6 female"
"28734",30,"group 6","330",36.1,"female","group 6 female"
"28735",31,"group 6","330",34.5,"female","group 6 female"
"28736",32,"group 6","330",34.6,"female","group 6 female"
"28737",33,"group 6","330",35.3,"female","group 6 female"
"28738",34,"group 6","330",36.3,"female","group 6 female"
"28739",35,"group 6","330",38,"female","group 6 female"
"28740",36,"group 6","330",37.6,"female","group 6 female"
"28741",37,"group 6","330",37.8,"female","group 6 female"
"28742",38,"group 6","330",38.7,"female","group 6 female"
"28743",39,"group 6","330",38.1,"female","group 6 female"
"28744",40,"group 6","330",38.8,"female","group 6 female"
"28745",41,"group 6","330",36.3,"female","group 6 female"
"28746",42,"group 6","330",40,"female","group 6 female"
"28747",43,"group 6","330",42.1,"female","group 6 female"
"28748",44,"group 6","330",44.2,"female","group 6 female"
"28749",45,"group 6","330",46.4,"female","group 6 female"
"28750",46,"group 6","330",45,"female","group 6 female"
"28751",47,"group 6","330",47,"female","group 6 female"
"28752",48,"group 6","330",47.8,"female","group 6 female"
"28753",49,"group 6","330",48.5,"female","group 6 female"
"28754",50,"group 6","330",49,"female","group 6 female"
"28755",51,"group 6","330",44,"female","group 6 female"
"28756",52,"group 6","330",46.4,"female","group 6 female"
"28757",53,"group 6","330",48.4,"female","group 6 female"
"28758",54,"group 6","330",50.3,"female","group 6 female"
"28759",55,"group 6","330",47.8,"female","group 6 female"
"28760",56,"group 6","330",46.6,"female","group 6 female"
"28761",57,"group 6","330",47.1,"female","group 6 female"
"28762",58,"group 6","330",48.8,"female","group 6 female"
"28763",59,"group 6","330",45.2,"female","group 6 female"
"28764",60,"group 6","330",43.2,"female","group 6 female"
"28765",61,"group 6","330",43.8,"female","group 6 female"
"28766",62,"group 6","330",45.2,"female","group 6 female"
"28767",63,"group 6","330",45.1,"female","group 6 female"
"28768",64,"group 6","330",45.8,"female","group 6 female"
"28769",65,"group 6","330",44.1,"female","group 6 female"
"28770",66,"group 6","330",44.2,"female","group 6 female"
"28771",67,"group 6","330",43.3,"female","group 6 female"
"28772",68,"group 6","330",44.8,"female","group 6 female"
"28773",69,"group 6","330",43.4,"female","group 6 female"
"28774",70,"group 6","330",48.4,"female","group 6 female"
"28775",71,"group 6","330",46,"female","group 6 female"
"28776",72,"group 6","330",44.5,"female","group 6 female"
"28777",73,"group 6","330",42.3,"female","group 6 female"
"28807",1,"group 6","331",16.3,"female","group 6 female"
"28808",2,"group 6","331",19.1,"female","group 6 female"
"28809",3,"group 6","331",18.94,"female","group 6 female"
"28810",4,"group 6","331",19.52,"female","group 6 female"
"28811",5,"group 6","331",20.9,"female","group 6 female"
"28812",6,"group 6","331",21.22,"female","group 6 female"
"28813",7,"group 6","331",22.84,"female","group 6 female"
"28814",8,"group 6","331",22.3,"female","group 6 female"
"28815",9,"group 6","331",22.73,"female","group 6 female"
"28816",10,"group 6","331",23.42,"female","group 6 female"
"28817",11,"group 6","331",24.68,"female","group 6 female"
"28818",12,"group 6","331",23.59,"female","group 6 female"
"28819",13,"group 6","331",23.41,"female","group 6 female"
"28820",14,"group 6","331",25.3,"female","group 6 female"
"28821",15,"group 6","331",24.77,"female","group 6 female"
"28822",16,"group 6","331",24.41,"female","group 6 female"
"28823",17,"group 6","331",24.3,"female","group 6 female"
"28824",18,"group 6","331",23.7,"female","group 6 female"
"28825",19,"group 6","331",26.6,"female","group 6 female"
"28826",20,"group 6","331",26.7,"female","group 6 female"
"28827",21,"group 6","331",26.7,"female","group 6 female"
"28829",23,"group 6","331",26.8,"female","group 6 female"
"28830",24,"group 6","331",27,"female","group 6 female"
"28831",25,"group 6","331",29.5,"female","group 6 female"
"28832",26,"group 6","331",30.7,"female","group 6 female"
"28833",27,"group 6","331",29.2,"female","group 6 female"
"28834",28,"group 6","331",30.9,"female","group 6 female"
"28835",29,"group 6","331",27,"female","group 6 female"
"28836",30,"group 6","331",28.7,"female","group 6 female"
"28837",31,"group 6","331",28.8,"female","group 6 female"
"28838",32,"group 6","331",27.9,"female","group 6 female"
"28839",33,"group 6","331",29.5,"female","group 6 female"
"28840",34,"group 6","331",31.2,"female","group 6 female"
"28841",35,"group 6","331",30.1,"female","group 6 female"
"28842",36,"group 6","331",31.5,"female","group 6 female"
"28843",37,"group 6","331",31,"female","group 6 female"
"28844",38,"group 6","331",31.3,"female","group 6 female"
"28845",39,"group 6","331",31.5,"female","group 6 female"
"28846",40,"group 6","331",31.4,"female","group 6 female"
"28847",41,"group 6","331",31.2,"female","group 6 female"
"28848",42,"group 6","331",32,"female","group 6 female"
"28849",43,"group 6","331",34.7,"female","group 6 female"
"28850",44,"group 6","331",35.8,"female","group 6 female"
"28851",45,"group 6","331",36.9,"female","group 6 female"
"28852",46,"group 6","331",36.1,"female","group 6 female"
"28853",47,"group 6","331",37.6,"female","group 6 female"
"28854",48,"group 6","331",36.8,"female","group 6 female"
"28855",49,"group 6","331",36.6,"female","group 6 female"
"28856",50,"group 6","331",38,"female","group 6 female"
"28857",51,"group 6","331",33.8,"female","group 6 female"
"28858",52,"group 6","331",36.3,"female","group 6 female"
"28859",53,"group 6","331",36.2,"female","group 6 female"
"28860",54,"group 6","331",35.6,"female","group 6 female"
"28861",55,"group 6","331",34.1,"female","group 6 female"
"28862",56,"group 6","331",34.8,"female","group 6 female"
"28863",57,"group 6","331",33.2,"female","group 6 female"
"28864",58,"group 6","331",32.6,"female","group 6 female"
"28865",59,"group 6","331",31.5,"female","group 6 female"
"28866",60,"group 6","331",31.7,"female","group 6 female"
"28867",61,"group 6","331",30.8,"female","group 6 female"
"28868",62,"group 6","331",32.2,"female","group 6 female"
"28869",63,"group 6","331",32,"female","group 6 female"
"28870",64,"group 6","331",32.4,"female","group 6 female"
"28871",65,"group 6","331",32.1,"female","group 6 female"
"28872",66,"group 6","331",32.2,"female","group 6 female"
"28873",67,"group 6","331",29.9,"female","group 6 female"
"28874",68,"group 6","331",31.6,"female","group 6 female"
"28875",69,"group 6","331",28.4,"female","group 6 female"
"28876",70,"group 6","331",34,"female","group 6 female"
"28877",71,"group 6","331",32.1,"female","group 6 female"
"28878",72,"group 6","331",30,"female","group 6 female"
"28879",73,"group 6","331",30.3,"female","group 6 female"
"28909",1,"group 6","332",16.1,"female","group 6 female"
"28910",2,"group 6","332",18.1,"female","group 6 female"
"28911",3,"group 6","332",19.78,"female","group 6 female"
"28912",4,"group 6","332",21.14,"female","group 6 female"
"28913",5,"group 6","332",21.35,"female","group 6 female"
"28914",6,"group 6","332",21.02,"female","group 6 female"
"28915",7,"group 6","332",23.62,"female","group 6 female"
"28916",8,"group 6","332",25.4,"female","group 6 female"
"28917",9,"group 6","332",26.46,"female","group 6 female"
"28918",10,"group 6","332",24.11,"female","group 6 female"
"28919",11,"group 6","332",25.82,"female","group 6 female"
"28920",12,"group 6","332",28.53,"female","group 6 female"
"28921",13,"group 6","332",27.77,"female","group 6 female"
"28922",14,"group 6","332",29.51,"female","group 6 female"
"28923",15,"group 6","332",27.62,"female","group 6 female"
"28924",16,"group 6","332",26.13,"female","group 6 female"
"28925",17,"group 6","332",27.3,"female","group 6 female"
"28926",18,"group 6","332",28.5,"female","group 6 female"
"28927",19,"group 6","332",29.4,"female","group 6 female"
"28928",20,"group 6","332",29.3,"female","group 6 female"
"28929",21,"group 6","332",30,"female","group 6 female"
"28931",23,"group 6","332",32.2,"female","group 6 female"
"28932",24,"group 6","332",31.2,"female","group 6 female"
"28933",25,"group 6","332",29.7,"female","group 6 female"
"28934",26,"group 6","332",33.4,"female","group 6 female"
"28935",27,"group 6","332",33.9,"female","group 6 female"
"28936",28,"group 6","332",34.1,"female","group 6 female"
"28937",29,"group 6","332",32.1,"female","group 6 female"
"28938",30,"group 6","332",34.8,"female","group 6 female"
"28939",31,"group 6","332",32.9,"female","group 6 female"
"28940",32,"group 6","332",33,"female","group 6 female"
"28941",33,"group 6","332",35,"female","group 6 female"
"28942",34,"group 6","332",36.5,"female","group 6 female"
